key	0	1	2	3	4	5	6
192406	0.110	0.036	0.052	0.581	0.139	0.041	0.041
192407	0.117	0.040	0.051	0.601	0.109	0.038	0.043
192408	0.111	0.065	0.093	0.579	0.090	0.034	0.029
192409	0.108	0.071	0.084	0.509	0.138	0.057	0.033
192410	0.023	0.069	0.127	0.655	0.051	0.048	0.027
192411	0.030	0.099	0.184	0.597	0.048	0.023	0.020
192412	0.013	0.079	0.153	0.651	0.055	0.024	0.024
192501	0.001	0.067	0.180	0.639	0.051	0.037	0.024
192502	0.016	0.083	0.216	0.610	0.045	0.019	0.011
192503	0.027	0.119	0.259	0.543	0.035	0.012	0.006
192504	0.056	0.139	0.248	0.514	0.025	0.012	0.006
192505	0.069	0.169	0.306	0.427	0.023	0.006	0.000
192506	0.122	0.142	0.204	0.465	0.056	0.004	0.006
192507	0.120	0.106	0.177	0.537	0.042	0.012	0.006
192508	0.156	0.120	0.122	0.541	0.045	0.008	0.006
192509	0.110	0.092	0.083	0.626	0.069	0.014	0.006
192510	0.050	0.086	0.081	0.629	0.115	0.015	0.024
192511	0.033	0.086	0.076	0.653	0.107	0.024	0.021
192512	0.034	0.096	0.090	0.687	0.054	0.022	0.017
192601	0.016	0.056	0.122	0.664	0.103	0.022	0.017
192602	0.001	0.049	0.142	0.703	0.073	0.015	0.017
192603	0.024	0.039	0.162	0.661	0.044	0.058	0.011
192604	0.042	0.076	0.124	0.590	0.111	0.034	0.023
192605	0.066	0.078	0.160	0.490	0.134	0.050	0.023
192606	0.086	0.065	0.172	0.515	0.117	0.023	0.023
192607	0.097	0.073	0.172	0.470	0.073	0.086	0.028
192608	0.054	0.056	0.090	0.647	0.106	0.019	0.028
192609	0.050	0.045	0.072	0.611	0.139	0.059	0.024
192610	0.036	0.044	0.079	0.597	0.146	0.063	0.034
192611	0.017	0.049	0.048	0.615	0.158	0.074	0.039
192612	0.019	0.040	0.045	0.606	0.191	0.073	0.026
192701	0.024	0.043	0.059	0.640	0.148	0.064	0.021
192702	0.021	0.041	0.038	0.633	0.185	0.063	0.018
192703	0.011	0.040	0.076	0.625	0.192	0.029	0.026
192704	0.016	0.045	0.047	0.586	0.151	0.111	0.043
192705	0.031	0.052	0.063	0.473	0.188	0.106	0.087
192706	0.012	0.052	0.061	0.501	0.183	0.082	0.109
192707	0.011	0.044	0.046	0.540	0.162	0.066	0.130
192708	0.008	0.047	0.094	0.489	0.138	0.073	0.151
192709	0.022	0.054	0.078	0.456	0.147	0.101	0.142
192710	0.022	0.028	0.095	0.509	0.126	0.083	0.137
192711	0.026	0.029	0.105	0.466	0.104	0.101	0.169
192712	0.009	0.021	0.102	0.536	0.077	0.087	0.168
192801	0.016	0.023	0.126	0.541	0.088	0.076	0.130
192802	0.007	0.044	0.045	0.652	0.084	0.079	0.088
192803	0.007	0.032	0.083	0.647	0.107	0.047	0.077
192804	0.000	0.023	0.059	0.688	0.112	0.050	0.068
192805	0.000	0.043	0.089	0.726	0.056	0.048	0.038
192806	0.023	0.017	0.103	0.511	0.178	0.089	0.079
192807	0.033	0.035	0.104	0.476	0.167	0.083	0.101
192808	0.033	0.035	0.118	0.467	0.109	0.118	0.120
192809	0.033	0.062	0.096	0.502	0.121	0.061	0.124
192810	0.033	0.021	0.124	0.532	0.111	0.087	0.092
192811	0.033	0.008	0.124	0.515	0.149	0.089	0.081
192812	0.023	0.032	0.145	0.528	0.148	0.069	0.055
192901	0.023	0.034	0.128	0.524	0.140	0.097	0.054
192902	0.023	0.065	0.107	0.511	0.149	0.093	0.053
192903	0.014	0.078	0.114	0.506	0.148	0.087	0.052
192904	0.000	0.032	0.109	0.559	0.142	0.097	0.062
192905	0.000	0.053	0.115	0.521	0.123	0.096	0.092
192906	0.000	0.037	0.135	0.600	0.080	0.072	0.076
192907	0.012	0.045	0.092	0.594	0.122	0.084	0.051
192908	0.002	0.062	0.128	0.617	0.097	0.044	0.050
192909	0.000	0.083	0.058	0.632	0.113	0.054	0.059
192910	0.014	0.076	0.072	0.592	0.099	0.072	0.074
192911	0.056	0.059	0.094	0.535	0.102	0.071	0.083
192912	0.031	0.067	0.096	0.639	0.081	0.030	0.056
193001	0.035	0.051	0.066	0.654	0.088	0.046	0.059
193002	0.019	0.055	0.053	0.784	0.045	0.015	0.028
193003	0.021	0.039	0.095	0.765	0.044	0.008	0.028
193004	0.021	0.056	0.167	0.688	0.037	0.031	0.000
193005	0.001	0.027	0.205	0.688	0.046	0.029	0.004
193006	0.003	0.056	0.244	0.625	0.044	0.029	0.000
193007	0.027	0.149	0.255	0.472	0.056	0.041	0.000
193008	0.053	0.174	0.257	0.387	0.064	0.036	0.029
193009	0.071	0.116	0.326	0.356	0.079	0.033	0.019
193010	0.084	0.075	0.183	0.537	0.068	0.033	0.019
193011	0.106	0.072	0.120	0.591	0.052	0.026	0.033
193012	0.126	0.099	0.122	0.585	0.034	0.026	0.008
193101	0.147	0.099	0.161	0.506	0.048	0.036	0.003
193102	0.182	0.081	0.190	0.423	0.075	0.046	0.003
193103	0.156	0.094	0.191	0.426	0.053	0.076	0.003
193104	0.142	0.116	0.215	0.387	0.062	0.041	0.037
193105	0.147	0.146	0.189	0.398	0.041	0.039	0.041
193106	0.194	0.152	0.189	0.361	0.035	0.026	0.041
193107	0.225	0.126	0.169	0.366	0.045	0.036	0.034
193108	0.224	0.094	0.172	0.389	0.039	0.020	0.062
193109	0.183	0.127	0.218	0.357	0.069	0.009	0.037
193110	0.176	0.122	0.197	0.415	0.053	0.013	0.025
193111	0.123	0.153	0.119	0.482	0.057	0.037	0.029
193112	0.091	0.102	0.094	0.572	0.066	0.039	0.037
193201	0.056	0.086	0.103	0.508	0.158	0.049	0.039
193202	0.054	0.091	0.075	0.539	0.121	0.057	0.062
193203	0.031	0.070	0.062	0.656	0.081	0.064	0.036
193204	0.026	0.058	0.104	0.663	0.068	0.049	0.032
193205	0.023	0.062	0.102	0.679	0.055	0.025	0.054
193206	0.009	0.063	0.104	0.664	0.068	0.038	0.054
193207	0.019	0.066	0.117	0.620	0.074	0.036	0.068
193208	0.017	0.072	0.107	0.603	0.095	0.023	0.083
193209	0.035	0.090	0.107	0.619	0.040	0.030	0.079
193210	0.013	0.050	0.117	0.649	0.077	0.025	0.069
193211	0.008	0.047	0.126	0.646	0.090	0.060	0.023
193212	0.008	0.035	0.116	0.652	0.090	0.058	0.041
193301	0.011	0.042	0.086	0.750	0.045	0.062	0.004
193302	0.012	0.049	0.094	0.742	0.048	0.055	0.000
193303	0.019	0.042	0.085	0.771	0.075	0.007	0.001
193304	0.012	0.006	0.106	0.771	0.082	0.018	0.004
193305	0.008	0.010	0.064	0.751	0.133	0.016	0.017
193306	0.022	0.040	0.163	0.723	0.028	0.013	0.011
193307	0.038	0.076	0.166	0.664	0.036	0.013	0.008
193308	0.030	0.085	0.155	0.690	0.023	0.011	0.006
193309	0.050	0.086	0.189	0.630	0.034	0.008	0.004
193310	0.059	0.072	0.245	0.598	0.022	0.003	0.001
193311	0.067	0.138	0.285	0.497	0.010	0.001	0.001
193312	0.080	0.161	0.249	0.470	0.027	0.006	0.008
193401	0.108	0.186	0.220	0.449	0.016	0.014	0.008
193402	0.129	0.164	0.242	0.463	0.001	0.000	0.001
193403	0.162	0.134	0.253	0.444	0.006	0.000	0.001
193404	0.227	0.175	0.235	0.357	0.005	0.000	0.001
193405	0.337	0.169	0.235	0.250	0.007	0.001	0.001
193406	0.369	0.193	0.197	0.229	0.005	0.004	0.003
193407	0.440	0.186	0.170	0.198	0.005	0.001	0.000
193408	0.467	0.159	0.145	0.223	0.006	0.000	0.000
193409	0.389	0.156	0.130	0.310	0.015	0.001	0.000
193410	0.395	0.143	0.101	0.349	0.010	0.001	0.001
193411	0.336	0.102	0.094	0.444	0.024	0.000	0.000
193412	0.322	0.115	0.098	0.444	0.021	0.000	0.000
193501	0.300	0.095	0.098	0.476	0.021	0.009	0.000
193502	0.284	0.127	0.085	0.482	0.023	0.000	0.000
193503	0.251	0.136	0.056	0.530	0.024	0.003	0.000
193504	0.146	0.148	0.053	0.599	0.049	0.005	0.000
193505	0.057	0.135	0.114	0.517	0.149	0.028	0.000
193506	0.051	0.112	0.142	0.458	0.145	0.071	0.020
193507	0.066	0.099	0.123	0.520	0.125	0.051	0.017
193508	0.075	0.080	0.127	0.546	0.132	0.025	0.016
193509	0.058	0.102	0.160	0.531	0.085	0.046	0.017
193510	0.061	0.098	0.185	0.564	0.053	0.027	0.012
193511	0.053	0.090	0.184	0.581	0.054	0.025	0.014
193512	0.069	0.084	0.201	0.574	0.033	0.026	0.012
193601	0.040	0.063	0.119	0.696	0.060	0.008	0.013
193602	0.020	0.030	0.148	0.649	0.117	0.034	0.002
193603	0.012	0.056	0.150	0.662	0.075	0.040	0.004
193604	0.015	0.074	0.189	0.628	0.053	0.037	0.004
193605	0.029	0.110	0.212	0.606	0.017	0.020	0.006
193606	0.072	0.188	0.204	0.487	0.027	0.022	0.000
193607	0.188	0.194	0.168	0.406	0.012	0.013	0.019
193608	0.277	0.150	0.126	0.398	0.016	0.026	0.007
193609	0.208	0.120	0.114	0.496	0.044	0.000	0.019
193610	0.181	0.107	0.111	0.501	0.075	0.006	0.019
193611	0.203	0.112	0.133	0.515	0.018	0.000	0.019
193612	0.163	0.115	0.110	0.533	0.058	0.009	0.012
193701	0.119	0.101	0.115	0.446	0.145	0.058	0.016
193702	0.097	0.105	0.084	0.565	0.108	0.037	0.005
193703	0.095	0.083	0.106	0.583	0.077	0.040	0.016
193704	0.076	0.075	0.090	0.642	0.069	0.048	0.000
193705	0.107	0.069	0.073	0.651	0.061	0.020	0.020
193706	0.083	0.069	0.132	0.551	0.109	0.035	0.021
193707	0.091	0.071	0.114	0.577	0.078	0.023	0.048
193708	0.120	0.057	0.111	0.599	0.044	0.047	0.022
193709	0.121	0.064	0.131	0.584	0.043	0.043	0.014
193710	0.112	0.069	0.069	0.610	0.094	0.030	0.016
193711	0.099	0.078	0.077	0.647	0.060	0.037	0.003
193712	0.070	0.075	0.086	0.695	0.038	0.036	0.000
193801	0.062	0.084	0.058	0.716	0.058	0.021	0.000
193802	0.041	0.070	0.086	0.642	0.136	0.023	0.002
193803	0.046	0.053	0.111	0.585	0.100	0.068	0.037
193804	0.032	0.053	0.073	0.683	0.076	0.058	0.025
193805	0.009	0.018	0.086	0.731	0.082	0.047	0.027
193806	0.009	0.028	0.068	0.707	0.112	0.039	0.037
193807	0.009	0.024	0.052	0.640	0.182	0.057	0.037
193808	0.027	0.018	0.092	0.704	0.084	0.033	0.042
193809	0.013	0.033	0.112	0.642	0.096	0.047	0.057
193810	0.025	0.065	0.145	0.615	0.074	0.039	0.038
193811	0.018	0.064	0.147	0.639	0.069	0.037	0.026
193812	0.020	0.078	0.189	0.593	0.066	0.031	0.023
193901	0.013	0.062	0.163	0.645	0.072	0.020	0.025
193902	0.008	0.036	0.129	0.653	0.111	0.055	0.008
193903	0.011	0.041	0.154	0.699	0.053	0.041	0.000
193904	0.013	0.066	0.177	0.649	0.059	0.034	0.002
193905	0.035	0.091	0.161	0.673	0.021	0.019	0.000
193906	0.029	0.100	0.157	0.647	0.035	0.028	0.003
193907	0.060	0.081	0.196	0.614	0.025	0.024	0.000
193908	0.078	0.097	0.188	0.571	0.037	0.029	0.000
193909	0.084	0.121	0.236	0.505	0.015	0.004	0.036
193910	0.086	0.162	0.185	0.552	0.006	0.000	0.009
193911	0.123	0.197	0.263	0.408	0.000	0.005	0.004
193912	0.145	0.191	0.285	0.374	0.000	0.000	0.004
194001	0.117	0.227	0.224	0.424	0.004	0.000	0.004
194002	0.077	0.149	0.237	0.476	0.057	0.000	0.004
194003	0.067	0.167	0.213	0.489	0.048	0.011	0.004
194004	0.041	0.096	0.124	0.676	0.058	0.002	0.004
194005	0.055	0.090	0.166	0.663	0.021	0.000	0.004
194006	0.074	0.092	0.178	0.589	0.061	0.002	0.004
194007	0.080	0.138	0.192	0.508	0.062	0.015	0.004
194008	0.093	0.122	0.149	0.502	0.072	0.049	0.013
194009	0.067	0.080	0.143	0.635	0.062	0.003	0.010
194010	0.063	0.092	0.130	0.665	0.034	0.005	0.010
194011	0.048	0.052	0.099	0.680	0.062	0.051	0.009
194012	0.035	0.060	0.113	0.609	0.117	0.031	0.034
194101	0.017	0.072	0.104	0.634	0.107	0.057	0.009
194102	0.025	0.090	0.116	0.555	0.119	0.064	0.031
194103	0.044	0.099	0.103	0.505	0.103	0.066	0.080
194104	0.048	0.056	0.160	0.405	0.087	0.089	0.155
194105	0.062	0.117	0.132	0.374	0.048	0.077	0.189
194106	0.048	0.072	0.129	0.384	0.069	0.069	0.229
194107	0.027	0.062	0.127	0.384	0.094	0.052	0.254
194108	0.029	0.062	0.112	0.344	0.112	0.093	0.248
194109	0.025	0.061	0.081	0.338	0.121	0.098	0.276
194110	0.008	0.079	0.056	0.262	0.172	0.094	0.329
194111	0.032	0.075	0.054	0.311	0.167	0.085	0.276
194112	0.036	0.050	0.051	0.315	0.170	0.119	0.259
194201	0.033	0.066	0.044	0.389	0.199	0.078	0.191
194202	0.017	0.069	0.051	0.396	0.188	0.097	0.181
194203	0.000	0.050	0.065	0.465	0.185	0.059	0.176
194204	0.024	0.045	0.063	0.443	0.140	0.068	0.216
194205	0.017	0.029	0.038	0.483	0.105	0.134	0.194
194206	0.009	0.018	0.022	0.441	0.150	0.175	0.185
194207	0.013	0.013	0.020	0.470	0.166	0.157	0.161
194208	0.002	0.015	0.019	0.495	0.190	0.111	0.169
194209	0.002	0.008	0.029	0.493	0.199	0.116	0.153
194210	0.000	0.005	0.057	0.562	0.117	0.107	0.152
194211	0.002	0.008	0.070	0.526	0.190	0.099	0.105
194212	0.000	0.018	0.058	0.503	0.183	0.129	0.108
194301	0.002	0.012	0.065	0.567	0.164	0.122	0.067
194302	0.002	0.027	0.093	0.583	0.143	0.095	0.057
194303	0.000	0.011	0.066	0.614	0.146	0.102	0.060
194304	0.000	0.016	0.073	0.651	0.170	0.064	0.027
194305	0.008	0.014	0.090	0.578	0.165	0.101	0.044
194306	0.005	0.018	0.087	0.562	0.134	0.151	0.045
194307	0.014	0.036	0.091	0.573	0.124	0.108	0.055
194308	0.011	0.057	0.107	0.587	0.124	0.069	0.045
194309	0.005	0.048	0.126	0.704	0.069	0.028	0.020
194310	0.006	0.036	0.165	0.664	0.081	0.033	0.015
194311	0.005	0.048	0.183	0.674	0.059	0.017	0.014
194312	0.004	0.059	0.174	0.691	0.056	0.016	0.000
194401	0.021	0.060	0.185	0.644	0.077	0.013	0.000
194402	0.009	0.036	0.136	0.740	0.059	0.020	0.000
194403	0.010	0.033	0.111	0.724	0.093	0.029	0.000
194404	0.008	0.012	0.087	0.658	0.147	0.073	0.014
194405	0.008	0.020	0.112	0.634	0.124	0.061	0.039
194406	0.000	0.032	0.058	0.624	0.153	0.064	0.069
194407	0.012	0.042	0.100	0.555	0.130	0.083	0.079
194408	0.005	0.056	0.090	0.558	0.111	0.071	0.110
194409	0.000	0.036	0.112	0.593	0.119	0.090	0.049
194410	0.014	0.040	0.140	0.628	0.073	0.084	0.021
194411	0.016	0.060	0.083	0.609	0.117	0.051	0.064
194412	0.038	0.058	0.087	0.606	0.101	0.085	0.026
194501	0.048	0.056	0.092	0.628	0.095	0.053	0.028
194502	0.031	0.018	0.029	0.718	0.099	0.087	0.017
194503	0.026	0.012	0.050	0.640	0.145	0.095	0.031
194504	0.015	0.010	0.030	0.634	0.152	0.121	0.037
194505	0.004	0.024	0.021	0.652	0.134	0.134	0.031
194506	0.004	0.014	0.062	0.535	0.171	0.107	0.107
194507	0.000	0.009	0.043	0.518	0.171	0.139	0.120
194508	0.000	0.009	0.032	0.557	0.119	0.115	0.167
194509	0.000	0.011	0.034	0.484	0.158	0.177	0.137
194510	0.000	0.000	0.047	0.603	0.148	0.080	0.122
194511	0.000	0.008	0.040	0.635	0.139	0.107	0.070
194512	0.000	0.011	0.036	0.649	0.172	0.087	0.045
194601	0.000	0.000	0.035	0.667	0.181	0.080	0.037
194602	0.000	0.000	0.065	0.687	0.141	0.074	0.033
194603	0.000	0.000	0.073	0.722	0.130	0.044	0.031
194604	0.000	0.008	0.134	0.744	0.076	0.029	0.009
194605	0.000	0.020	0.128	0.689	0.083	0.052	0.028
194606	0.000	0.052	0.122	0.672	0.098	0.044	0.012
194607	0.007	0.069	0.104	0.657	0.089	0.065	0.010
194608	0.000	0.037	0.107	0.691	0.084	0.070	0.011
194609	0.002	0.007	0.101	0.696	0.122	0.060	0.012
194610	0.000	0.009	0.066	0.651	0.139	0.090	0.046
194611	0.000	0.013	0.039	0.559	0.202	0.095	0.092
194612	0.001	0.005	0.052	0.598	0.171	0.108	0.065
194701	0.000	0.017	0.040	0.647	0.148	0.113	0.035
194702	0.000	0.021	0.066	0.695	0.130	0.063	0.025
194703	0.000	0.013	0.115	0.651	0.156	0.046	0.019
194704	0.000	0.045	0.083	0.619	0.173	0.054	0.026
194705	0.004	0.069	0.060	0.589	0.165	0.079	0.034
194706	0.000	0.056	0.045	0.538	0.138	0.108	0.115
194707	0.039	0.037	0.042	0.624	0.097	0.070	0.091
194708	0.021	0.022	0.062	0.677	0.083	0.036	0.098
194709	0.027	0.027	0.110	0.627	0.081	0.074	0.054
194710	0.017	0.040	0.202	0.499	0.123	0.070	0.048
194711	0.011	0.033	0.127	0.544	0.133	0.091	0.063
194712	0.013	0.048	0.092	0.613	0.118	0.048	0.068
194801	0.018	0.056	0.107	0.604	0.112	0.036	0.067
194802	0.012	0.050	0.084	0.646	0.103	0.059	0.046
194803	0.000	0.038	0.040	0.718	0.084	0.060	0.060
194804	0.000	0.024	0.064	0.699	0.108	0.052	0.052
194805	0.008	0.019	0.079	0.679	0.105	0.060	0.050
194806	0.009	0.020	0.078	0.661	0.116	0.065	0.050
194807	0.009	0.023	0.112	0.557	0.146	0.087	0.066
194808	0.015	0.035	0.118	0.575	0.106	0.093	0.059
194809	0.024	0.079	0.088	0.635	0.093	0.033	0.047
194810	0.032	0.083	0.103	0.639	0.073	0.041	0.029
194811	0.027	0.063	0.131	0.553	0.122	0.062	0.043
194812	0.017	0.068	0.096	0.588	0.132	0.055	0.044
194901	0.010	0.020	0.038	0.650	0.204	0.064	0.013
194902	0.010	0.016	0.041	0.672	0.179	0.065	0.018
194903	0.000	0.022	0.044	0.718	0.154	0.053	0.010
194904	0.011	0.010	0.071	0.735	0.153	0.012	0.007
194905	0.007	0.018	0.047	0.749	0.144	0.028	0.007
194906	0.003	0.014	0.092	0.619	0.177	0.071	0.024
194907	0.003	0.014	0.110	0.582	0.163	0.082	0.046
194908	0.012	0.039	0.108	0.626	0.135	0.036	0.044
194909	0.012	0.030	0.102	0.672	0.121	0.024	0.039
194910	0.006	0.034	0.092	0.659	0.133	0.043	0.034
194911	0.022	0.048	0.120	0.751	0.045	0.014	0.000
194912	0.019	0.051	0.124	0.737	0.058	0.012	0.000
195001	0.010	0.032	0.075	0.738	0.071	0.050	0.023
195002	0.002	0.045	0.122	0.660	0.085	0.052	0.032
195003	0.000	0.019	0.196	0.597	0.104	0.059	0.026
195004	0.000	0.036	0.194	0.592	0.094	0.057	0.027
195005	0.000	0.100	0.151	0.579	0.088	0.044	0.037
195006	0.009	0.086	0.147	0.592	0.094	0.035	0.036
195007	0.004	0.050	0.068	0.576	0.203	0.058	0.041
195008	0.020	0.031	0.144	0.486	0.141	0.125	0.054
195009	0.004	0.032	0.133	0.529	0.105	0.110	0.086
195010	0.009	0.093	0.106	0.562	0.099	0.096	0.035
195011	0.009	0.083	0.118	0.520	0.144	0.082	0.044
195012	0.061	0.072	0.125	0.477	0.166	0.078	0.021
195101	0.046	0.080	0.132	0.478	0.156	0.077	0.031
195102	0.045	0.075	0.124	0.513	0.112	0.101	0.031
195103	0.057	0.053	0.132	0.494	0.143	0.092	0.030
195104	0.032	0.061	0.119	0.537	0.142	0.098	0.012
195105	0.032	0.074	0.109	0.602	0.094	0.073	0.015
195106	0.032	0.096	0.124	0.500	0.145	0.064	0.039
195107	0.062	0.089	0.116	0.486	0.112	0.088	0.048
195108	0.044	0.074	0.118	0.481	0.119	0.078	0.087
195109	0.039	0.069	0.117	0.501	0.112	0.066	0.097
195110	0.037	0.082	0.087	0.471	0.123	0.084	0.116
195111	0.026	0.083	0.056	0.500	0.115	0.112	0.109
195112	0.024	0.081	0.037	0.503	0.133	0.114	0.108
195201	0.047	0.067	0.040	0.405	0.198	0.144	0.098
195202	0.032	0.065	0.069	0.462	0.199	0.103	0.071
195203	0.024	0.059	0.074	0.444	0.192	0.137	0.070
195204	0.001	0.054	0.066	0.551	0.159	0.126	0.043
195205	0.000	0.041	0.098	0.588	0.137	0.097	0.038
195206	0.008	0.072	0.105	0.584	0.130	0.070	0.030
195207	0.021	0.083	0.166	0.492	0.106	0.079	0.052
195208	0.044	0.058	0.184	0.580	0.065	0.043	0.028
195209	0.046	0.095	0.226	0.580	0.015	0.028	0.011
195210	0.076	0.146	0.306	0.458	0.015	0.001	0.000
195211	0.049	0.152	0.292	0.493	0.013	0.001	0.001
195212	0.018	0.154	0.279	0.531	0.011	0.006	0.001
195301	0.017	0.125	0.219	0.609	0.028	0.001	0.002
195302	0.017	0.097	0.210	0.655	0.019	0.001	0.001
195303	0.010	0.068	0.238	0.646	0.027	0.011	0.001
195304	0.007	0.063	0.147	0.724	0.044	0.011	0.004
195305	0.032	0.052	0.117	0.644	0.118	0.031	0.006
195306	0.072	0.046	0.157	0.568	0.089	0.044	0.023
195307	0.062	0.061	0.158	0.539	0.102	0.050	0.028
195308	0.077	0.069	0.196	0.496	0.049	0.081	0.031
195309	0.110	0.113	0.215	0.471	0.053	0.031	0.007
195310	0.104	0.155	0.242	0.423	0.052	0.016	0.007
195311	0.121	0.209	0.197	0.415	0.040	0.008	0.011
